numero_national_de_structure;libelle;sigle;annee_de_creation;type_de_structure;code_de_type_de_structure;code_de_niveau_de_structure;site_web;adresse;code_postal;commune;nom_du_responsable;prenom_du_responsable;titre_du_responsable;label_numero;tutelles;sigles_des_tutelles;code_de_nature_de_tutelle;nature_de_tutelle;uai_des_tutelles;siret_des_tutelles;code_de_type_de_tutelle;type_de_tutelle;numero_de_structure_enfant;numero_de_structure_parent;numero_de_structure_historique;type_de_succession;code_de_type_de_succession;annee_d_effet_historique;code_domaine_scientifique;domaine_scientifique;code_panel_erc;panel_erc;fiche_rnsr
201223391C;Unité de Recherche Clinique;URC;2012;Unité propre;21;2;;40 avenue Serge Dassault;91100;Corbeil-Essonnes;HENRY;Elodie;;;Centre Hospitalier Sud Francilien;CHSF;MEDIC;Etablissements de santé;;26910004600318;TUTE;établissement tutelle;;;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201223391C&PUBLIC=OK
199422875V;Centre Sciences des Processus Industriels et Naturels;SPIN;1994;Unité propre;21;2;;158 cours Fauriel;42023;Saint-Etienne;HERRI;Jean-Michel;;;Ecole Nationale Supérieure des Mines de Saint-Etienne (Mines Saint-Etienne);ENSM ST-ETIENNE;AUT_ETAB;Autres établissements ESR;0420094Z;18009202500105;TUTE;établissement tutelle;;;;;;;8;Sciences pour l'ingénieur;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=199422875V&PUBLIC=OK
201822918M;Pôle Produits de Santé;;2018;Equipe interne;1;1;;;;;BREILH;Dominique;;;CHU Hôpitaux de Bordeaux;CHU BORDEAUX;MEDIC;Etablissements de santé;;26330582300019;TUTE;établissement tutelle;;;;;;;;;LS4;Physiology, Pathophysiology and Endocrinology : organ physiology, pathophysiology, endocrinology, metabolism, ageing, regeneration, tumorigenesis, cardiovascular disease, metabolic syndrome;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201822918M&PUBLIC=OK
202023665R;Histoire CNRS - Comité pour l'histoire du CNRS;;2008;Unité propre;21;2;;1 place Aristide Briand;92195;MEUDON CEDEX;BLAY;Michel;DIR;MOY 1676;Centre national de la recherche scientifique;CNRS;EPST;Organismes de type EPST;0753639Y;18008901303720;TUTE;établissement tutelle;;;;;;;7;Sciences de la société;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023665R&PUBLIC=OK
202123703C;Catalyse, Polymérisation, Procédés et Matériaux;CP2M;2021;Unité mixte;22;2;;CPE LYON-Bâtiment 308F-43 boulevard du 11 Novembre 1918;69616;VILLEURBANNE CEDEX;"MCKENNA;FONGARLAND";"Timothy;Pascal";"DIR;directeur adjoint";"UMR 5128;;UMR 5128";"Université Claude Bernard Lyon 1;Ecole Supérieure de Chimie Physique Electronique de Lyon;Centre national de la recherche scientifique";"LYON 1;CPE LYON;CNRS";"UNIV;AUT_ETAB;EPST";"Université;Autres établissements ESR;Organismes de type EPST";"0691774D;0693623N;0753639Y";"19691774400019;39189510900026;18008901303720";"TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle";;200710696A;"200019323H;200711928P";"fusion;fusion";"F;F";"2021;2021";4;Chimie;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202123703C&PUBLIC=OK
202023496G;Centre d'Économie de l'ENS Paris-Saclay;CEPS;2020;Unité propre;21;2;;4, Avenue des Sciences;91190;Gif-sur-Yvette;TOUBAL;Farid;DIR;";";"Ecole normale supérieure Paris-Saclay;Université Paris-Saclay";"ENS Paris-Saclay;U PARIS-SACLAY";"AUT_ETAB;UNIV";"Autres établissements ESR;Université";"0912423P;0912408Y";"19940607500010;13002602400013";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;;;;;;6;Sciences humaines et humanités;SH1;Individuals, institutions and markets : economics, finance and management;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023496G&PUBLIC=OK
202023501M;OSU Stations marines;STAMAR;2020;Unité mixte;22;2;;UNIV SORBONNE UNIVERSITE - Campus Pierre & Marie Curie 4, place Jussieu BP 90;75005;PARIS CEDEX 05;THIEBAUT;Eric;DIR;"UMS 2017;";"Centre national de la recherche scientifique;Sorbonne Université";"CNRS;SORBONNE UNIV.";"EPST;UNIV";"Organismes de type EPST;Université";"0753639Y;0755890V";"18008901303720;13002338500011";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;;;;;;3;Sciences de la terre et de l'univers, espace;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023501M&PUBLIC=OK
202023503P;Fédération de Recherche pour l’Innovation et la Transition énergétique;FITE;2020;Structures Fédératives de Recherche;3;3;;UNIV ORLEANS;45067;ORLEANS CEDEX 2;HALTER;Fabien;DIR;";FR 2039;";"Université Orléans;Centre national de la recherche scientifique;Institut national des sciences appliquées Centre Val de Loire";"ORLEANS;CNRS;INSA CENTRE VA";"UNIV;EPST;AUT_ETAB";"Université;Organismes de type EPST;Autres établissements ESR";"0450855K;0753639Y;0180974L";"19450855200016;18008901303720;13001833600011";"TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle";;;;;;;8;Sciences pour l'ingénieur;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023503P&PUBLIC=OK
202023541F;Laboratoire Découverte de Pathogènes;;2020;Unité propre;21;2;https://research.pasteur.fr/en/team/pathogen-discovery/;Institut Pasteur, 25-28 rue du Docteur Roux;75724;Paris Cedex 15;ELOIT;Marc;DIR;;Institut Pasteur;INSTITUT PASTEUR;FONDATION;Fondation et institut particulier (Institut pasteur, Institut Curie, etc.);0755366A;77568489700017;TUTE;établissement tutelle;;200621937Y;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023541F&PUBLIC=OK
201923222N;statistique mathématique et apprentissage;CELESTE;2019;Unité propre;21;2;http://www.inria.fr/equipes/celeste;;91120;Palaiseau;Arlot;Sylvain;;;Institut national de la recherche en informatique et automatique;INRIA;EPST;Organismes de type EPST;0780491K;18008904700013;TUTE;établissement tutelle;;"200818248E;199812953T";;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201923222N&PUBLIC=OK
201923224R;Pour un Internet non-conventionnel;TRIBE;2019;Unité propre;21;2;http://www.inria.fr/equipes/tribe;;91120;Palaiseau;CARNEIRO VIANA;Aline;;;Institut national de la recherche en informatique et automatique;INRIA;EPST;Organismes de type EPST;0780491K;18008904700013;TUTE;établissement tutelle;;;;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201923224R&PUBLIC=OK
201923230X;Bâtiments Performants dans leur Environnement;BPE;2019;Equipe interne;1;1;https://www.cerema.fr/fr/innovation-recherche/recherche/equipes/bpe-batiments-performants-leur-environnement;9 rue René Viviani - BP 46223;44262;Nantes;Musy;Marjorie;;EPR BPE;Centre d'études et d'expertise sur les risques, l'environnement, la mobilité et l'aménagement;CEREMA;EPA;Etablissement public à caractère administratif;;13001831000016;TUTE;établissement tutelle;;;;;;;8;Sciences pour l'ingénieur;PE5;Materials and synthesis : materials synthesis, structure-properties relations, functional and advanced materials, molecular architecture, organic chemistry;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201923230X&PUBLIC=OK
201120061M;RESEAU UNIVERSITAIRE EUROPEEN - DROIT DE L'ESPACE DE LIBERTE - SECURITE - JUSTICE;;2011;Groupements de Recherche;32;3;http://www.gdr-elsj.eu;8, Avenue des Platanes;64185;BAYONNE CEDEX;LABAYLE;Henri;DIR;"GDR 3452;GDR 3452;GDR 3452;GDR 3452;GDR 3452";"Université Sciences Sociales Toulouse 1;Université Pau et Pays de l'Adour;Université Jean Moulin Lyon 3;Université Paris Nanterre;Centre national de la recherche scientifique";"TOULOUSE 1;PAU;LYON 3;PARIS 10;CNRS";"UNIV;UNIV;UNIV;UNIV;EPST";"Université;Université;Université;Université;Organismes de type EPST";"0311382J;0640251A;0692437Z;0921204J;0753639Y";"19311382600013;19640251500270;19692437700019;19921204400010;18008901303720";"TUTE;TUTE;TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle";200715425R;;;;;;"6;7";"Sciences humaines et humanités;Sciences de la société";;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201120061M&PUBLIC=OK
201923822R;Geovisualisation, Interaction, and Immersion;GEOVIS;2019;Equipe interne;1;1;;;;;Christophe;Sidonie;DIR;;Institut national de l'information géographique et forestière;IGN;EPA;Etablissement public à caractère administratif;;18006701900430;TUTE;établissement tutelle;;;;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201923822R&PUBLIC=OK
200523825E;Interactions Rayonnement-Nuages;;2005;Equipe interne;1;1;http://www-loa.univ-lille1.fr;Bâtiment P5 campus Cité Scientifique  2 Avenue Jean Perrin;59650;Villeneuve d'Ascq;CORNUET;Céline;;";";"Centre national de la recherche scientifique;Université de Lille";"CNRS;LILLE";"EPST;UNIV";"Organismes de type EPST;Université";"0753639Y;0597065J";"18008901303720;13002358300011";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;199812847C;;;;;3;Sciences de la terre et de l'univers, espace;PE10;Earth system science : physical geography, geology, geophysics, meteorology, oceanography, climatology, ecology, global environmental change, biogeochemical cycles, natural resources management;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200523825E&PUBLIC=OK
201823827A;Mécanique des Matériaux et Structures;;2018;Equipe interne;1;1;http://uml.univ-lille.fr;Université de Lille - Bâtiment ESPRIT - Cité Scientifique;59655;Villeneuve d'Ascq;KANIT;Toufik;DIR;;Université de Lille;LILLE;UNIV;Université;0597065J;13002358300011;TUTE;établissement tutelle;;;;;;;8;Sciences pour l'ingénieur;PE5;Materials and synthesis : materials synthesis, structure-properties relations, functional and advanced materials, molecular architecture, organic chemistry;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201823827A&PUBLIC=OK
201823737C;Laboratoire de recherche en Arts;LaRA;2018;Unité propre;21;2;http://www.ensapc.fr;ENSAPC, 2 rue des Italiens;95000;Cergy;DISERENS;Corinne;DIR;;École Nationale Supérieure d'Arts de Paris-Cergy;ENSAPC;AUT_ETAB;Autres établissements ESR;0951310H;18009240500018;TUTE;établissement tutelle;;;;;;;;;SH5;Cultures and cultural production : literature, visual and performing arts, music, cultural and comparative studies;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201823737C&PUBLIC=OK
202023774J;Bactéries, Antibiotiques et Immunité;;2020;Equipe interne;1;1;https://www.ciil.fr;Institut Pasteur de Lille, 1 rue du Professeur Calmette;59000;LILLE;SIRARD;Jean-Claude;;";;;;;";"Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale;Institut Pasteur de Lille;Université de Lille;Centre Hospitalier Universitaire de Lille;Université de la Guyane";"CNRS;INSERM;INST PASTEUR LILLE;LILLE;CHUL;GUYANE";"EPST;EPST;FONDATION;UNIV;MEDIC;UNIV";"Organismes de type EPST;Organismes de type EPST;Fondation et institut particulier (Institut pasteur, Institut Curie, etc.);Université;Etablissements de santé;Université";"0753639Y;0755364Y;0596852C;0597065J;;9730429D";"18008901303720;18003604800015;78369683400010;13002358300011;26590671900017;13002059700014";"TUTE;TUTE;TUTE;TUTE;TUTE;PART";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement participant";;201019101Y;;;;;5;Biologie, médecine et santé;LS6;Immunity and infection : immunobiology, aetiology of immune disorders, microbiology, virology, parasitology, global and other infectious diseases, population dynamics of infectious diseases, veterinary medicine;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023774J&PUBLIC=OK
199223916K;Matériaux et Acoustique pour les Micro et Nano  systèmes intégrés;MAMINA;1992;Equipe interne;1;1;https://www.iemn.fr/la-recherche/les-groupes/mamina;IEMN DOAE - Bâtiment Lottmann;59313;Valenciennes cedex;GRONDEL;Sébastien;DIR;";;;;";"Centrale Lille Institut;Centre national de la recherche scientifique;Université de Lille;Université Polytechnique Hauts de France;JUNIA - Grande école d'ingénieur de LILLE";"CLI;CNRS;LILLE;UPHF;JUNIA";"AUT_ETAB;EPST;UNIV;UNIV;AUT_ETAB";"Autres établissements ESR;Organismes de type EPST;Université;Université;Autres établissements ESR";"0597139P;0753639Y;0597065J;0597132G;0597165T";"19590349700012;18008901303720;13002358300011;13002574500014;78370700300035";"TUTE;TUTE;TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle";;199812849E;;;;;8;Sciences pour l'ingénieur;PE5;Materials and synthesis : materials synthesis, structure-properties relations, functional and advanced materials, molecular architecture, organic chemistry;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=199223916K&PUBLIC=OK
202123933C;Méthodes avancées d’apprentissage statistique et de contrôle;ASTRAL;2021;Unité propre;21;2;https://www.inria.fr/fr/astral;;33405;Talence;Dufour;François;;";;;";"Centre national de la recherche scientifique;Institut national de la recherche en informatique et automatique;Institut Polytechnique Bordeaux;Université de Bordeaux";"CNRS;INRIA;Bordeaux INP;BORDEAUX";"EPST;EPST;AUT_ETAB;UNIV";"Organismes de type EPST;Organismes de type EPST;Autres établissements ESR;Université";"0753639Y;0780491K;0333232J;0333298F";"18008901303720;18008904700013;13000635600013;13001835100010";"TUTE;TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle";;"200818243Z;200711916B";;;;;"1;9";"Mathématiques et leurs interactions;Sciences et technologies de l'information et de la communication";;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202123933C&PUBLIC=OK
201023856S;Aire Irlande;;2010;Equipe interne;1;1;https://cecille.univ-lille.fr/axes-de-recherche/aire-irlande/;Université de Lille  - Domaine Universitaire du Pont de Bois - BP 60149;59650;Villeneuve d'Ascq;LECOSSOIS;Hélène;;;Université de Lille;LILLE;UNIV;Université;0597065J;13002358300011;TUTE;établissement tutelle;;200615320F;;;;;6;Sciences humaines et humanités;SH5;Cultures and cultural production : literature, visual and performing arts, music, cultural and comparative studies;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201023856S&PUBLIC=OK
202124005F;NEONATALOGIE DES CARNIVORES REPRODUCTION ET ELEVAGE;NEOCARE;2021;Unité propre;21;2;https://www.neocare.pro/;23 chemin des capelles- BP 87614;31076;Toulouse Cedex 3;CHASTANT-MAILLARD;SYLVIE;DIR;;Ecole Nationale Vétérinaire Toulouse;E.N.VET.TLSE;AUT_ETAB;Autres établissements ESR;0310153Y;19310153200011;TUTE;établissement tutelle;;;;;;;5;Biologie, médecine et santé;LS9;"Applied life sciences and biotechnology: agricultural, animal, fishery, forestry and food sciences;biotechnology, chemical biology, genetic engineering, synthetic biology, industrial biosciences;environmental biotechnology and remediation";https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124005F&PUBLIC=OK
201524038T;Forme, Sens et Contexte;;2015;Equipe interne;1;1;https://stl.univ-lille.fr/recherche/projet-scientifique-stl/2020-2025/forme-sens-contexte/;;;;CANUT;Emmanuelle;;";";"Centre national de la recherche scientifique;Université de Lille";"CNRS;LILLE";"EPST;UNIV";"Organismes de type EPST;Université";"0753639Y;0597065J";"18008901303720;13002358300011";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;200612815H;;;;;6;Sciences humaines et humanités;SH4;The Human Mind and its complexity : cognition, psychology, linguistics, philosophy and education;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201524038T&PUBLIC=OK
202124044Y;Organisation éthique et responsable de la recherche;OERR;2021;Unité propre;21;2;;CRESS - 1 place du Parvis Notre Dame;75001;Paris;RAVAUD;Philippe;DIR;US 48;Institut national de la sante et de la recherche medicale;INSERM;EPST;Organismes de type EPST;0755364Y;18003604800015;TUTE;établissement tutelle;;;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202124044Y&PUBLIC=OK
202023849R;Laboratoire sur les Interactions Cognition, Action, Emotion;LICAÉ;2020;Unité propre;21;2;https://licaenanterre.wixsite.com/licae;Université Paris Nanterre, bâtiment Milliat, 200 avenue de la République;92001;Nanterre;DRU;Vincent;DIR;;Université Paris Nanterre;PARIS 10;UNIV;Université;0921204J;19921204400010;TUTE;établissement tutelle;;;199914254C;éclatement;E;2020;;;SH4;The Human Mind and its complexity : cognition, psychology, linguistics, philosophy and education;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023849R&PUBLIC=OK
200623852E;Féminismess Genre (s) et intersectionnalité;;2006;Equipe interne;1;1;https://cecille.univ-lille.fr/axes-de-recherche/02-feminismes-genres-et-intersectionnalite/;Université de Lille  - Domaine Universitaire du Pont de Bois - BP 60149;59650;Villeneuve d'Ascq;LEDUC;Guyonne;;;Université de Lille;LILLE;UNIV;Université;0597065J;13002358300011;TUTE;établissement tutelle;;200615320F;;;;;6;Sciences humaines et humanités;SH5;Cultures and cultural production : literature, visual and performing arts, music, cultural and comparative studies;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200623852E&PUBLIC=OK
200623991F;Équipe « Corpus, Traductologie, Linguistique, Société » CoTraLis (Carmen PINEIRA);;2006;Equipe interne;1;1;http://textesetcultures.univ-artois.fr/presentation-des-equipes-internes/cotralis;;;;PINEIRA;Carmen;DIR;;Université Artois;ARTOIS;UNIV;Université;0623957P;19624401600016;TUTE;établissement tutelle;;200615279L;;;;;6;Sciences humaines et humanités;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200623991F&PUBLIC=OK
